gender,age
M,57
K,60
U,NULL
M,41
K,39
K,7
K,5
M,32
K,33
M,6
K,4
K,2
K,66
M,19
M,14
M,12
K,10
K,6
M,4
M,1
M,28
K,11
M,40
K,33
M,3
M,3
K,0
M,32
K,36
M,34
K,35
M,3
M,1
K,48
M,27
M,29
M,36
M,24
K,43
K,7
K,4
M,28
M,22
M,31
K,24
M,2
M,37
K,NULL
M,4
M,44
K,42
K,13
K,6
M,2
M,45
K,36
K,6
M,3
M,1
M,31
K,37
K,3
K,1
M,38
K,35
M,42
K,28
K,3
M,38
K,32
M,3
K,42
M,15
M,11
K,8
M,19
M,34
K,35
M,8
M,1
M,32
K,31
K,1
M,35
K,26
M,42
K,33
M,6
M,4
M,2
M,20
K,28
M,52
K,24
K,22
M,26
K,19
K,35
M,25
K,34
K,3
M,1
K,49
K,14
K,65
M,36
K,38
M,7
K,6
K,5
K,1
M,57
K,38
M,18
M,18
M,6
M,18
M,19
M,16
K,17
K,40
K,20
M,16
M,43
K,37
M,24
M,25
M,32
K,34
M,66
K,72
M,29
M,17
M,16
K,20
M,63
K,17
K,14
K,11
M,30
K,29
K,4
M,59
K,40
M,36
K,60
K,29
K,63
K,25
K,16
M,48
K,47
M,13
K,84
M,27
K,20
K,70
K,46
K,78
K,19
M,15
M,9
M,6
K,40
K,27
K,23
M,31
M,22
M,28
M,35
M,26
K,NULL
M,59
K,46
M,17
K,20
K,7
M,23
M,43
M,19
U,NULL
U,NULL
K,50
M,29
K,28
K,2
M,46
K,44
K,8
M,28
M,27
M,32
K,33
K,21
M,NULL
M,36
K,32
K,7
K,4
K,2
K,59
M,23
K,19
M,40
K,72
M,22
K,25
K,2
K,1
K,28
M,32
M,26
K,21
M,18
M,18
U,NULL
M,37
K,29
K,19
K,18
M,15
M,29
M,26
M,26
M,62
K,53
M,24
K,12
M,31
K,35
K,35
K,21
M,41
M,22
M,19
M,16
M,15
M,29
K,23
M,26
M,17
M,29
K,20
M,64
M,33
K,37
M,4
K,2
K,15
K,22
K,28
K,24
M,29
M,54
K,44
M,10
M,8
K,6
K,4
K,2
K,20
M,18
M,18
M,18
K,63
K,41
K,20
M,68
K,35
K,35
K,30
M,22
K,40
M,19
M,17
M,17
M,14
M,47
M,36
K,34
M,11
K,7
M,5
K,24
K,27
M,58
K,46
K,30
K,17
K,56
K,67
K,49
K,81
K,52
K,61
K,75
K,76
K,67
K,66
K,NULL
K,65
K,86
K,63
K,NULL
K,69
K,70
K,67
K,76
K,66
K,56
M,75
K,63
K,70
K,64
K,67
K,81
K,45
K,74
K,69
K,69
K,68
K,80
K,80
K,72
K,56
K,23
K,74
K,68
K,75
K,75
K,54
K,68
M,69
K,70
M,63
M,71
M,74
M,76
M,72
M,79
M,66
M,76
M,71
K,76
K,34
K,68
K,66
M,57
M,74
M,35
K,35
K,5
M,2
M,28
K,23
M,67
M,37
K,60
M,58
K,49
M,55
K,35
M,38
M,31
K,NULL
M,42
M,39
K,41
K,12
K,7
K,5
M,49
M,36
K,43
M,20
M,10
K,5
M,34
K,39
K,5
K,2
M,30
K,29
M,68
K,23
M,28
M,22
K,39
M,19
M,25
M,60
M,38
K,39
K,29
K,27
K,30
K,31
K,24
M,24
M,40
M,21
M,28
M,34
M,49
K,43
K,29
M,22
M,19
K,17
M,13
M,22
K,20
M,28
M,24
M,16
K,48
K,24
K,22
M,21
K,19
M,36
K,28
K,23
K,31
M,9
M,6
K,4
K,3
K,26
K,28
M,58
K,44
K,17
K,13
K,11
K,8
M,4
K,22
K,17
M,54
M,18
M,14
M,12
K,13
K,36
M,20
K,28
M,28
M,29
M,15
M,16
K,36
K,16
K,20
M,43
M,24
M,16
K,50
M,26
M,24
M,13
M,15
M,32
K,29
M,2
K,1
M,23
M,18
K,21
K,18
K,26
M,25
M,30
M,15
M,30
K,53
K,21
K,6
K,20
M,60
K,30
K,19
M,27
K,27
K,28
M,28
M,36
M,15
M,14
M,13
M,49
K,50
K,21
M,31
K,19
M,51
K,49
K,17
K,47
K,12
K,10
M,8
M,5
M,25
M,18
M,28
M,29
K,19
K,1
K,48
M,39
K,42
M,18
M,17
K,22
M,53
K,41
M,49
K,49
M,43
K,38
M,18
K,17
M,15
M,14
M,15
M,11
M,10
M,10
M,21
K,18
K,15
M,54
M,50
K,23
K,9
M,44
K,52
M,8
M,6
M,3
M,14
M,13
M,13
K,18
K,18
K,47
K,16
M,15
M,13
M,16
M,10
M,11
K,24
K,33
K,21
M,40
K,23
K,25
M,24
M,59
K,58
M,19
K,6
K,33
K,5
K,2
M,27
M,21
M,23
M,21
M,17
K,27
M,33
K,36
K,7
M,22
M,21
M,19
M,17
M,33
K,31
M,4
M,3
K,1
M,29
M,18
M,18
K,24
M,40
K,42
K,8
M,6
M,3
M,1
M,34
K,29
K,27
K,16
K,60
K,28
K,5
K,33
M,1
M,41
M,39
K,40
K,11
M,9
M,8
K,37
M,16
M,38
K,34
M,12
K,9
K,6
M,3
M,29
K,32
M,42
K,28
K,8
M,6
K,3
K,1
M,32
K,29
M,8
M,5
K,2
M,19
K,39
K,7
K,5
K,2
K,52
K,24
M,52
K,38
M,17
M,15
K,11
K,5
K,2
K,22
M,19
K,29
K,20
M,53
K,52
K,29
K,20
K,18
M,16
M,14
M,12
K,27
K,27
M,28
K,19
M,1
M,17
K,23
K,32
M,53
K,61
K,59
K,20
K,16
K,12
K,28
M,42
K,38
M,1
K,32
M,37
M,27
K,57
K,24
M,48
M,31
M,20
M,62
K,45
M,18
M,14
K,12
M,7
K,3
K,43
K,62
K,21
K,47
M,11
K,18
M,27
M,29
M,21
M,22
M,24
M,23
M,23
M,23
M,23
M,23
M,39
M,50
K,47
M,10
M,7
K,30
M,78
M,39
K,38
K,9
K,2
M,0
M,21
K,16
K,19
M,39
K,37
M,7
M,5
M,3
M,23
K,29
K,18
M,21
M,50
M,33
K,33
K,5
K,4
M,3
K,1
M,21
M,20
K,28
K,22
M,43
K,44
M,20
M,16
K,14
M,9
M,78
M,38
M,20
M,21
M,16
M,34
K,28
K,2
M,40
K,41
K,7
K,2
M,20
M,19
M,16
K,21
M,26
K,24
M,40
K,10
K,25
M,22
M,37
K,38
M,15
K,9
K,8
K,1
K,13
M,44
K,45
K,14
K,7
K,2
M,24
M,29
K,24
K,1
K,51
K,14
M,47
K,47
K,67
M,8
K,23
K,28
K,21
M,38
K,40
M,12
M,8
K,3
M,31
K,33
K,1
M,31
K,32
M,4
M,28
K,69
M,38
K,33
M,8
K,5
K,63
M,31
K,30
K,7
M,5
M,3
M,1
M,60
K,55
K,23
M,17
M,17
M,15
M,18
M,16
K,26
M,26
K,36
M,13
K,10
K,16
K,46
M,54
K,52
M,17
K,14
K,13
M,18
K,56
M,13
M,37
K,40
M,15
K,12
M,48
K,47
K,18
K,10
K,70
K,NULL
M,51
K,51
K,16
M,33
K,31
K,8
M,5
M,2
M,39
K,38
M,9
M,31
K,26
M,3
K,1
M,30
K,29
K,1
K,65
K,34
M,29
K,27
K,6
M,2
K,1
M,63
M,21
M,36
K,24
K,2
M,36
K,31
K,3
K,1
M,10
M,30
K,36
K,56
K,9
M,28
K,28
K,4
M,2
K,50
M,25
M,39
K,30
M,4
K,3
M,1
M,75
K,22
K,24
M,47
K,46
K,19
M,15
M,13
K,9
K,7
M,5
K,4
M,2
K,83
K,5
K,73
K,55
K,64
K,73
K,23
K,NULL
K,84
K,72
K,85
K,85
K,48
M,75
K,83
M,70
K,78
K,61
M,56
K,74
K,20
K,28
K,65
K,69
K,70
M,60
K,58
K,62
M,67
K,64
M,50
K,60
M,77
M,73
M,76
K,58
K,59
K,65
K,40
K,30
K,38
K,71
K,41
K,75
K,54
K,68
K,39
K,79
K,71
K,59
K,75
K,59
K,75
K,81
K,43
K,3
K,5
K,51
K,74
K,54
K,28
K,66
K,50
K,40
K,23
K,69
K,75
K,50
K,64
M,84
M,59
M,70
M,50
M,70
M,78
M,76
M,55
M,51
M,51
M,72
K,24
K,29
K,20
K,40
K,28
M,48
M,24
M,22
M,64
M,22
M,67
M,14
K,53
M,44
M,59
M,55
M,53
M,56
M,55
M,72
M,57
M,65
M,27
M,35
M,56
M,36
K,49
M,7
M,34
K,37
K,2
K,15
M,32
K,31
K,46
M,14
M,12
K,10
M,35
K,21
K,21
M,15
M,24
M,24
M,23
M,24
M,26
M,23
M,23
M,23
M,62
K,65
K,23
M,47
K,38
K,10
K,8
K,7
M,6
M,4
M,2
K,23
M,50
M,33
M,20
M,19
M,29
K,36
M,11
M,8
M,22
M,40
K,NULL
K,11
K,6
M,4
M,48
K,46
K,13
K,11
M,5
M,34
K,39
M,28
K,23
M,41
K,49
K,17
K,27
K,26
M,33
M,35
K,39
M,4
M,2
M,75
K,69
M,51
K,41
K,19
M,14
K,11
K,8
K,2
M,17
K,18
M,41
M,34
K,35
M,10
K,6
K,2
M,26
M,55
K,51
K,21
K,8
M,8
M,40
K,35
K,13
M,7
M,6
K,3
K,18
K,14
M,69
K,58
K,25
K,19
M,12
K,18
M,NULL
K,68
M,46
K,46
M,27
K,35
M,36
K,31
K,5
K,3
M,1
K,21
K,23
M,4
M,11
M,57
K,28
K,25
M,26
M,43
M,30
M,45
K,47
K,16
K,22
U,NULL
M,60
K,59
K,20
K,17
K,33
M,29
M,39
K,30
M,3
M,23
M,22
M,16
K,55
K,33
K,27
M,40
K,41
M,11
K,19
K,22
M,33
M,17
M,37
M,22
M,15
M,23
M,NULL
M,64
K,59
K,34
K,23
K,26
K,31
K,24
M,24
M,22
M,20
M,34
M,NULL
M,45
K,47
M,17
M,14
K,11
K,6
M,37
K,34
K,13
M,30
K,41
M,40
K,40
K,51
M,30
M,3
M,65
K,32
M,14
K,8
K,3
K,1
K,25
K,32
K,NULL
M,13
M,41
K,38
K,13
K,10
K,7
M,4
M,39
K,45
M,11
M,32
K,26
K,1
M,37
M,37
K,38
M,9
M,3
M,48
M,21
M,23
M,28
M,47
K,42
K,12
M,8
M,3
K,4
K,62
K,26
K,1
M,35
K,30
K,3
M,64
K,56
M,40
K,44
M,18
K,13
K,8
K,2
K,62
M,34
M,40
K,33
M,14
K,12
M,8
K,6
M,5
K,26
K,40
M,24
K,52
K,26
K,19
M,73
K,53
K,24
M,27
K,23
K,1
K,28
K,19
K,58
K,19
M,51
K,53
K,22
K,40
M,11
M,4
K,23
K,65
K,39
K,32
K,10
K,9
M,58
K,28
K,30
K,38
K,42
M,35
K,29
K,1
M,21
M,19
M,15
M,15
M,35
M,25
K,24
K,18
K,49
M,13
M,9
K,48
K,64
K,43
K,27
M,30
M,25
M,28
M,27
M,36
K,28
K,24
M,32
K,33
K,3
M,2
K,20
M,38
K,28
M,7
K,5
K,2
K,21
M,21
M,16
K,60
K,29
M,27
K,26
K,62
M,3
M,3
K,2
K,25
K,26
K,27
M,65
K,52
K,26
K,18
K,25
M,61
K,24
M,23
M,15
K,18
K,36
M,41
M,21
M,18
K,56
K,60
K,54
M,67
K,29
M,6
M,5
K,2
K,20
M,41
K,43
M,24
K,21
M,12
M,6
K,2
M,55
K,25
K,20
M,40
M,19
M,33
K,75
K,47
K,16
K,11
M,18
M,17
M,16
M,16
M,11
K,16
K,15
K,55
K,72
K,37
K,33
M,35
K,31
K,20
M,73
M,27
M,39
M,59
K,49
M,14
M,10
K,8
M,62
K,52
M,58
K,58
M,26
K,39
K,35
M,62
K,44
K,20
K,16
M,42
K,32
M,6
K,18
M,61
K,21
M,19
M,14
K,12
K,68
M,55
K,40
K,18
K,14
K,6
M,12
M,10
M,3
K,62
M,64
K,51
K,25
M,10
K,8
K,6
M,57
K,62
K,22
M,53
K,50
K,23
K,21
K,19
K,17
M,49
K,53
K,16
M,43
K,20
M,23
M,20
M,21
M,21
M,18
K,32
K,22
M,31
K,27
M,4
K,1
M,34
M,15
M,42
K,43
K,68
K,10
M,8
M,19
M,29
K,28
K,2
M,60
K,50
M,27
M,25
K,23
K,21
M,18
M,13
M,10
K,38
K,10
M,52
K,68
M,47
K,45
M,15
M,33
K,25
M,3
M,1
K,18
K,27
M,22
M,27
M,28
M,25
M,35
M,35
K,35
K,NULL
K,20
M,45
K,44
M,10
K,7
M,58
M,25
K,28
K,13
M,38
K,27
M,3
M,2
M,18
M,18
K,37
K,17
M,26
M,28
M,54
K,46
K,21
K,15
K,13
K,21
K,22
M,27
K,28
K,1
K,19
M,29
M,16
M,15
M,39
K,39
M,10
K,5
K,37
M,19
M,38
K,35
K,8
M,1
M,44
K,35
M,20
K,28
M,19
M,23
K,21
K,65
K,53
M,29
M,25
M,16
M,16
M,31
M,40
K,39
M,11
M,20
M,35
K,37
K,3
K,76
M,33
K,33
M,3
M,22
M,61
K,30
K,9
K,7
K,5
K,50
M,29
K,29
K,1
M,25
M,21
M,22
M,14
M,15
K,27
M,46
M,12
K,11
K,83
K,41
K,22
K,33
M,23
M,41
K,57
K,24
K,20
M,32
K,28
M,4
K,2
K,29
K,24
K,31
M,24
M,25
M,16
K,76
K,76
K,44
K,48
M,32
K,39
K,11
M,6
M,32
K,33
M,5
K,3
M,32
K,32
M,6
K,1
M,20
M,20
K,30
M,47
K,47
M,12
M,19
M,8
M,36
M,25
M,19
M,19
M,20
M,27
M,21
M,19
M,18
M,31
M,34
K,39
K,10
M,8
M,5
K,1
K,51
M,5
M,24
K,30
M,29
K,37
M,2
M,44
K,44
M,36
M,44
M,27
K,27
M,49
K,41
K,16
M,14
K,12
M,10
M,8
M,6
K,4
K,2
K,20
K,25
K,20
K,25
M,47
K,43
K,20
M,33
M,17
M,18
M,36
M,27
M,44
M,28
M,23
M,20
M,78
K,71
M,35
K,29
K,5
K,2
K,41
K,68
K,22
M,50
K,77
K,46
M,NULL
M,47
K,50
M,7
K,27
M,26
M,19
M,18
M,17
M,17
M,16
M,25
M,24
M,24
M,24
M,31
K,37
K,73
K,30
K,75
K,48
M,50
K,60
M,20
M,74
M,39
K,22
M,38
K,39
M,30
M,43
K,30
M,25
K,35
M,61
K,64
K,18
M,25
K,26
M,1
K,63
K,55
K,17
K,10
K,45
M,53
K,48
K,13
M,10
M,37
K,43
M,33
M,26
M,44
K,52
K,19
K,29
M,27
K,23
M,31
M,29
M,23
M,23
M,33
M,23
M,43
K,36
K,40
M,14
M,10
M,8
M,6
M,4
K,50
K,30
M,21
M,52
K,43
K,30
M,34
M,32
M,27
M,50
M,21
M,21
M,37
M,23
M,29
M,24
M,23
M,26
M,33
M,22
M,20
M,14
K,30
K,34
K,40
K,16
K,16
K,20
K,21
M,29
K,31
K,1
K,41
M,6
M,4
K,18
M,20
K,25
K,35
K,7
K,28
M,38
K,34
K,7
M,28
K,26
K,9
M,62
K,44
M,19
M,16
K,5
M,43
K,19
K,75
M,38
K,28
M,5
M,1
M,31
M,14
M,20
M,33
M,19
M,16
M,18
M,32
K,18
M,43
M,16
M,36
K,43
M,11
K,14
K,41
K,10
M,56
K,50
K,16
M,13
K,11
M,4
M,35
K,36
M,8
M,6
K,3
M,35
K,34
M,8
M,5
K,2
M,34
K,27
K,6
M,4
M,1
M,36
K,45
M,9
K,5
M,3
M,19
M,33
K,39
M,6
M,3
M,35
K,33
M,5
M,3
K,66
M,35
K,31
K,22
M,22
M,26
M,34
K,27
M,4
K,2
M,35
M,20
M,43
K,50
K,36
M,41
K,36
K,30
K,27
K,2
K,8
M,29
M,19
M,52
K,59
K,20
M,27
K,22
M,50
K,43
M,37
K,44
M,14
M,12
M,46
K,40
M,13
M,7
K,4
K,1
K,18
K,17
M,17
M,19
K,64
M,27
M,33
K,29
K,7
M,5
M,2
K,67
K,22
K,43
M,35
K,28
M,5
K,3
M,46
K,40
M,35
K,35
K,7
K,5
M,2
M,27
K,36
M,8
K,4
K,1
M,26
M,27
M,25
M,28
K,63
K,13
M,22
M,33
M,57
K,56
M,15
M,13
M,21
K,47
M,12
K,3
K,1
M,51
K,39
K,18
K,8
K,6
K,5
M,1
M,26
M,20
K,30
K,26
K,31
M,29
M,38
M,NULL
M,33
K,33
K,3
K,4
K,54
M,16
M,61
K,61
K,13
M,35
K,27
K,2
M,62
M,51
K,68
K,31
K,15
M,47
M,42
M,40
M,26
M,24
M,46
K,17
M,14
K,12
M,10
K,31
K,25
M,23
K,38
M,16
M,14
K,6
K,6
M,20
K,37
M,33
K,32
M,4
M,1
M,80
K,38
K,35
K,48
K,44
M,15
M,12
M,9
M,5
M,18
M,16
M,15
K,31
M,39
K,10
M,77
K,70
M,28
K,23
K,1
M,29
K,21
M,44
M,17
M,9
M,42
M,25
K,25
K,3
K,2
K,55
M,33
K,39
K,35
K,46
K,55
M,15
M,18
K,1
K,90
K,45
M,17
K,13
M,11
M,36
K,34
M,5
K,69
M,51
K,54
M,26
K,26
M,25
K,30
M,5
K,2
K,28
K,6
M,2
M,33
M,50
M,30
K,36
K,5
K,74
K,37
M,24
M,24
M,24
M,24
M,24
M,24
M,24
K,45
K,21
K,36
M,44
K,43
K,9
M,6
M,50
K,43
K,14
K,11
M,9
M,4
K,24
M,38
K,32
K,4
M,38
M,28
K,25
K,23
M,28
K,27
M,6
M,48
K,45
M,19
M,16
K,14
M,54
K,43
K,22
M,54
K,25
M,17
K,13
M,53
K,54
M,23
K,29
M,35
K,29
M,65
K,57
M,24
M,21
M,16
K,15
K,20
M,44
K,39
K,17
M,16
K,14
K,12
K,10
K,9
K,1
M,22
M,19
M,15
K,25
K,34
M,28
K,28
M,3
M,1
K,11
M,29
K,29
K,6
K,3
M,31
K,26
K,4
M,1
M,41
K,50
M,24
M,14
K,9
M,6
K,4
M,27
K,30
K,49
M,23
M,20
M,11
M,7
M,46
K,42
M,13
M,40
K,40
M,31
K,31
M,49
K,43
M,9
K,7
K,2
M,45
K,44
K,14
K,11
K,9
K,7
K,4
M,24
M,35
K,41
M,38
K,38
K,12
K,5
M,1
