gender,age
K,46
K,43
K,42
K,34
K,64
M,24
K,21
M,24
M,28
M,40
K,32
K,22
M,43
K,41
K,37
M,19
M,9
K,5
M,3
M,27
M,66
K,50
M,27
M,18
M,18
M,16
K,68
K,33
M,62
K,57
M,20
K,16
K,11
M,2
M,50
K,40
M,11
K,11
M,44
K,53
K,21
M,40
M,40
K,36
M,11
K,6
M,2
K,18
M,24
K,27
K,2
K,54
K,21
K,49
M,69
K,36
M,43
K,47
M,30
K,26
M,52
K,53
M,23
K,16
M,8
K,13
M,28
M,23
M,22
M,27
M,42
K,51
M,14
M,12
K,45
M,28
M,42
K,17
K,11
K,4
K,62
K,18
M,11
M,28
U,NULL
M,56
K,63
M,28
K,27
M,24
K,53
K,18
K,12
M,7
M,26
M,57
K,58
M,26
K,22
M,42
K,43
K,8
M,34
K,28
M,4
M,2
M,NULL
M,45
K,38
K,37
M,28
K,23
K,25
M,59
K,62
M,20
M,45
M,20
M,44
K,33
K,2
K,37
M,37
M,44
K,43
M,11
M,28
K,26
M,2
M,50
K,40
M,9
K,43
M,7
M,24
K,51
M,25
M,23
M,15
M,19
M,20
M,23
M,37
M,51
K,64
K,29
M,4
M,6
K,15
M,40
K,40
M,5
M,2
M,30
K,22
M,2
K,79
K,10
K,48
K,26
M,36
K,35
M,12
M,8
M,5
M,1
K,76
M,42
K,38
K,11
M,74
K,64
M,70
K,70
K,44
M,38
M,NULL
K,48
M,14
M,23
M,23
M,NULL
M,35
K,30
M,38
K,37
M,13
K,9
K,6
K,80
M,29
K,24
M,2
M,29
M,27
M,32
K,27
K,5
K,2
K,19
M,25
M,21
M,67
K,47
K,54
M,70
K,70
K,45
M,14
K,10
M,38
K,38
M,9
M,6
M,3
M,40
K,40
K,6
M,29
M,46
K,42
M,13
M,10
K,5
M,21
M,46
K,48
K,13
M,11
M,31
K,27
K,2
M,28
K,23
K,1
M,25
K,28
M,3
M,1
M,28
M,38
K,35
M,9
M,7
M,4
K,2
M,39
K,29
K,3
M,1
M,37
K,29
M,1
M,39
K,49
K,13
K,9
M,41
K,25
M,24
M,30
K,30
K,4
K,51
K,17
M,31
K,47
M,30
K,31
K,55
M,15
M,12
M,27
K,27
M,33
K,33
K,9
K,3
K,16
K,25
M,33
K,27
M,2
M,38
K,38
M,2
K,1
M,42
K,40
M,4
M,33
K,38
M,22
K,25
K,4
K,2
M,31
K,27
M,24
K,61
K,45
K,14
K,11
K,9
M,27
K,28
K,4
M,36
K,37
K,5
M,18
M,16
M,59
K,47
M,NULL
M,45
K,41
M,79
K,13
K,13
K,9
M,35
K,40
K,14
M,34
M,41
M,67
K,79
M,31
K,33
K,3
M,1
M,3
M,28
K,NULL
K,54
K,22
M,36
M,22
M,40
K,34
M,11
K,6
M,2
M,43
M,22
M,26
K,17
K,31
K,31
K,18
M,75
M,36
K,28
K,58
M,38
M,18
M,20
M,27
M,40
K,39
M,18
M,16
M,14
M,10
M,8
K,6
M,1
K,18
K,16
M,25
M,24
M,23
M,28
M,23
M,23
M,22
M,23
M,23
M,18
M,20
M,16
M,15
M,18
M,20
K,58
K,17
M,50
K,38
K,17
M,38
K,30
K,20
M,39
K,29
K,9
K,4
M,25
M,19
K,36
K,19
M,48
K,46
K,7
M,3
M,40
M,28
K,NULL
K,25
K,23
K,18
M,28
M,23
M,20
M,25
M,23
M,24
M,44
M,38
K,37
K,77
M,27
M,37
K,42
K,10
K,4
M,50
K,33
M,10
M,8
K,2
M,1
M,29
K,34
M,11
K,70
M,34
K,21
K,16
M,32
M,73
K,72
K,8
M,5
M,45
M,55
K,51
M,26
K,23
M,13
M,11
K,41
M,8
M,33
M,35
M,32
K,28
K,2
M,31
K,48
K,7
M,13
K,33
M,10
K,8
M,6
K,4
M,NULL
K,55
K,26
M,25
M,14
K,NULL
M,33
K,34
M,3
M,27
M,16
M,20
K,24
M,47
K,50
K,7
M,43
K,46
M,30
K,30
M,5
M,20
M,18
K,55
K,73
K,54
M,27
M,23
M,23
M,23
M,23
M,23
M,23
K,65
M,28
K,32
K,3
K,1
M,37
K,35
M,1
K,28
M,30
K,52
K,75
M,38
M,26
M,10
M,9
K,2
K,42
M,59
K,59
K,28
K,24
K,17
K,18
M,38
K,27
M,4
K,3
M,1
K,21
K,18
K,34
M,4
M,14
K,20
M,23
M,25
M,47
K,28
M,19
K,15
M,12
M,3
K,2
K,23
K,19
M,30
M,24
M,26
M,57
K,40
K,5
M,37
M,16
M,36
K,46
M,8
K,6
M,36
K,35
M,11
K,10
M,8
K,3
K,1
M,41
K,46
K,17
K,15
K,12
K,12
K,9
M,7
K,88
M,33
K,28
K,3
K,2
M,53
K,53
K,18
M,53
M,34
K,26
K,35
M,25
M,25
K,21
M,23
M,25
M,17
K,18
M,52
K,57
K,12
M,8
M,49
K,38
K,8
K,6
K,46
M,24
M,41
K,40
M,12
K,4
M,21
M,35
K,28
M,4
M,2
K,25
K,57
K,14
M,29
K,39
K,2
M,31
M,42
M,9
M,7
M,18
M,17
M,15
K,31
M,68
K,53
M,17
M,22
M,36
M,10
K,7
K,29
M,17
M,24
M,23
M,30
M,25
K,20
K,1
M,33
K,27
M,43
K,37
M,12
M,7
M,3
M,15
K,29
M,19
M,43
K,36
M,42
K,37
M,12
K,9
M,26
M,41
K,31
K,5
K,3
M,1
K,21
K,49
M,45
K,31
K,16
M,20
M,16
M,30
M,14
M,27
K,22
K,22
K,51
K,29
M,15
M,15
K,10
K,24
M,29
K,52
M,31
M,20
K,18
M,26
K,32
M,64
K,38
K,11
M,15
M,22
K,46
K,21
M,14
K,61
M,27
K,16
K,42
K,13
M,32
K,35
M,7
M,6
K,3
K,1
M,30
K,36
M,52
K,54
K,19
M,41
K,41
M,16
K,11
K,2
M,70
M,33
M,34
K,28
M,6
M,4
M,3
K,5
M,23
M,33
K,30
K,4
K,2
K,71
M,46
K,47
K,13
K,11
K,9
K,7
K,5
K,72
K,33
K,31
M,28
M,36
M,23
M,24
K,22
M,59
K,50
K,14
M,24
M,27
M,36
K,31
K,4
M,2
K,70
M,28
M,31
K,28
K,7
M,5
M,3
K,2
M,34
K,34
K,6
K,5
K,2
M,32
K,29
K,2
M,1
M,26
K,33
K,9
K,2
M,33
K,28
M,9
M,5
M,3
M,14
M,33
K,33
M,6
K,5
K,22
M,49
K,36
K,19
K,6
M,3
K,18
M,34
K,37
K,6
M,3
M,34
K,28
K,4
K,25
M,33
K,27
K,23
M,37
K,29
K,16
K,6
K,1
M,49
K,28
K,14
K,11
K,18
K,27
M,43
K,31
K,19
M,11
M,7
M,5
K,3
K,19
K,37
M,48
K,32
K,29
K,30
M,35
M,5
M,3
K,28
K,25
K,20
M,61
K,40
K,30
M,25
K,21
K,25
K,20
M,51
K,13
M,12
K,29
M,23
M,25
M,22
K,29
M,34
K,29
M,8
M,7
K,19
M,40
K,29
K,7
M,5
K,35
K,63
K,47
M,28
K,21
M,23
M,17
M,19
M,28
M,25
K,22
M,56
K,56
K,25
K,17
K,16
K,27
K,17
M,30
K,37
M,9
K,6
K,5
M,2
M,21
K,56
M,69
K,64
K,23
M,56
K,53
M,13
K,45
M,14
M,10
K,6
M,49
K,22
K,16
M,17
K,20
M,43
K,41
K,42
K,16
M,13
M,63
K,43
K,7
K,24
M,28
M,35
K,27
M,6
M,26
M,17
K,35
K,26
M,22
M,43
K,31
M,10
M,5
M,45
K,50
M,9
M,23
K,22
K,2
M,45
K,43
M,7
K,5
M,3
M,31
K,28
K,3
M,38
K,33
K,4
K,1
M,32
K,29
K,4
K,2
M,47
M,64
K,57
M,49
M,27
K,66
K,19
K,16
M,31
K,30
K,22
M,33
K,34
K,6
M,39
K,36
M,9
M,4
M,30
K,25
K,2
M,49
K,53
M,9
K,13
K,52
M,15
M,68
K,20
M,16
K,43
M,16
M,12
K,1
M,24
K,27
M,2
M,46
K,NULL
K,15
K,12
M,7
M,4
K,1
K,39
K,9
K,6
M,29
K,24
M,1
M,17
M,18
K,23
M,50
K,48
M,24
M,20
M,17
K,25
M,72
K,69
K,28
M,38
M,31
K,33
M,6
K,4
M,3
K,2
M,1
K,24
K,64
K,22
K,22
M,50
K,56
M,31
K,30
M,26
M,10
M,16
K,53
K,29
M,25
K,18
K,19
M,43
K,35
K,14
M,30
K,23
K,21
M,21
M,65
K,73
M,2
M,37
K,36
M,4
M,2
M,46
M,8
K,10
M,46
M,21
M,19
K,19
K,37
M,4
M,NULL
K,23
K,41
M,7
M,34
K,33
M,19
K,19
M,69
K,73
M,38
K,28
M,1
K,25
M,49
M,21
M,25
M,18
M,17
M,19
K,22
K,25
M,32
K,29
K,4
K,2
K,25
K,16
M,32
K,39
M,3
M,24
M,22
M,19
K,33
M,61
K,55
K,50
M,32
K,23
K,1
K,64
M,31
K,42
M,2
K,38
M,23
M,22
M,15
M,34
K,37
M,27
M,30
M,33
K,30
M,3
M,2
M,1
K,17
M,39
K,37
M,5
M,3
M,44
K,39
M,17
M,12
M,9
M,7
M,4
M,63
K,71
K,22
K,26
K,27
M,29
M,48
K,NULL
M,13
M,11
K,8
K,6
K,4
M,24
M,23
K,29
K,21
M,35
M,1
K,34
K,61
K,23
K,25
K,17
M,44
K,42
M,8
M,40
K,37
K,NULL
K,1
M,29
K,33
M,7
M,4
K,65
M,53
K,64
K,14
M,58
K,55
K,22
K,12
K,53
K,36
K,56
M,47
K,46
M,13
K,4
K,18
K,61
M,45
K,34
K,4
M,2
M,47
K,53
K,23
K,19
M,34
K,27
M,3
M,1
K,41
K,7
K,4
M,24
M,24
M,47
K,38
M,9
M,4
K,1
K,28
M,23
K,24
K,1
K,33
M,61
K,66
K,29
M,33
K,33
K,2
K,8
M,29
K,27
M,3
K,2
K,22
M,31
M,26
M,25
M,24
M,24
M,33
K,26
M,2
M,36
K,34
M,5
K,3
M,33
K,32
K,5
K,3
M,1
M,35
K,32
K,8
M,4
M,46
K,35
K,11
K,6
K,1
M,55
K,53
M,22
M,20
M,14
M,41
K,57
M,26
M,27
M,38
K,41
M,9
M,25
M,25
M,75
M,25
M,23
M,29
M,68
M,21
M,18
M,30
K,29
K,2
K,62
K,28
M,30
K,33
K,49
M,15
M,10
M,24
M,23
M,23
M,23
M,27
M,36
K,30
K,7
K,18
M,26
M,17
K,43
M,39
K,38
K,13
M,4
K,2
M,64
K,59
M,20
M,58
K,51
K,14
K,10
M,36
K,46
M,37
K,41
K,10
M,8
K,2
K,1
K,63
M,23
K,46
K,14
M,44
K,43
M,11
M,69
K,73
K,42
K,32
K,46
M,38
M,54
K,48
K,21
M,18
M,9
K,31
M,4
M,2
K,27
K,67
M,26
K,24
M,47
K,57
K,57
M,42
K,31
M,13
K,10
M,8
M,5
M,1
K,65
K,25
K,28
K,24
M,18
M,16
M,28
K,25
K,5
M,4
M,2
K,63
K,16
M,49
K,55
K,58
M,29
K,29
K,4
M,2
K,67
K,71
M,65
M,35
K,35
M,68
K,57
K,25
K,24
M,49
K,32
M,7
M,6
M,4
M,1
K,23
M,40
K,33
M,7
M,4
K,59
M,11
M,33
K,29
K,1
M,26
K,27
K,2
M,24
K,53
K,23
K,21
K,19
M,37
K,35
M,4
M,2
M,37
K,34
M,28
K,32
M,28
K,36
M,45
K,31
K,6
M,4
K,1
K,23
K,18
M,31
K,37
M,11
M,9
K,7
K,6
M,3
M,1
M,29
K,28
K,1
K,36
M,3
K,65
K,58
M,38
K,38
K,17
M,22
K,73
K,50
K,68
K,60
M,22
M,52
K,55
K,44
M,14
K,12
M,7
M,NULL
M,35
K,27
M,2
M,1
M,31
K,27
M,34
K,35
K,4
K,1
M,53
K,26
K,3
K,28
K,1
M,40
K,34
M,7
K,3
K,1
M,56
K,53
M,13
M,11
K,7
K,28
K,32
M,38
K,35
K,3
M,29
K,36
K,1
M,38
K,40
K,18
K,5
M,49
K,48
K,81
M,50
K,50
M,17
M,14
M,11
K,1
K,42
M,5
M,30
K,37
K,3
M,62
K,56
K,19
K,38
M,15
M,45
K,29
M,14
M,11
M,30
K,28
K,70
K,75
M,33
K,30
M,6
K,4
M,2
K,17
K,62
K,17
M,24
M,26
M,26
M,25
M,24
M,24
M,24
M,NULL
M,24
M,25
M,24
M,26
M,24
M,46
K,35
K,7
K,32
M,24
K,36
K,6
K,1
M,34
K,26
K,2
M,27
K,33
K,1
K,63
M,43
K,40
K,15
M,32
K,28
M,3
M,54
K,46
M,11
K,28
M,65
K,55
K,5
M,45
K,30
M,22
M,0
M,67
M,22
K,17
M,27
K,33
K,11
K,6
M,1
M,29
M,33
K,23
M,2
M,20
M,17
M,55
M,24
K,12
K,33
M,56
K,62
M,50
K,50
K,13
M,11
M,41
M,25
M,25
M,16
K,25
K,27
K,48
K,14
K,11
M,21
M,43
K,40
M,14
M,11
M,8
M,7
M,5
K,3
K,1
K,27
K,24
K,53
K,63
K,18
M,42
K,38
K,7
M,3
M,30
M,42
K,43
K,17
K,16
M,13
K,10
K,2
K,70
M,83
M,71
K,62
K,61
M,55
K,46
M,68
K,66
M,51
K,39
M,11
M,7
K,6
M,3
M,1
K,60
M,23
K,14
M,48
K,48
K,15
M,13
M,11
M,55
K,31
M,51
M,12
K,42
M,34
K,31
M,29
K,32
M,2
M,34
K,29
K,9
M,3
M,1
M,NULL
M,54
K,54
K,14
K,10
K,60
K,27
K,50
K,13
K,21
M,26
K,29
K,3
K,46
M,20
M,67
K,54
M,36
K,35
M,9
M,7
M,4
K,0
M,35
K,37
M,8
K,2
K,1
M,44
K,41
K,15
K,13
M,11
K,6
K,46
K,60
K,21
K,16
K,6
K,87
M,57
K,53
M,23
M,21
K,17
M,14
K,14
M,10
M,37
K,40
K,9
M,6
K,16
M,36
K,30
M,11
M,6
K,4
M,2
K,9
M,6
K,3
M,54
K,40
K,18
M,16
M,10
M,7
K,4
K,1
M,NULL
M,36
K,27
K,6
K,2
M,30
K,32
M,3
M,56
K,50
K,12
M,9
M,75
K,75
K,50
M,29
K,30
M,54
K,61
K,54
K,9
M,37
K,34
K,11
K,6
M,3
M,55
M,26
K,37
M,6
M,32
K,38
K,3
M,34
M,29
M,28
K,31
M,7
K,4
M,2
M,28
K,27
K,2
M,25
K,27
K,2
K,1
M,46
K,38
M,16
K,10
K,NULL
M,26
K,22
K,1
K,83
M,38
K,34
K,4
K,51
M,51
K,48
M,21
K,12
K,4
M,22
M,35
K,32
K,7
K,5
K,4
K,2
K,1
M,39
K,39
M,6
K,4
M,61
K,56
M,27
M,35
K,37
K,11
K,72
K,22
M,31
K,30
M,4
K,2
K,12
K,24
M,25
M,42
K,46
K,7
K,3
M,28
K,24
K,1
M,36
K,36
M,16
K,15
M,13
K,10
K,11
M,43
K,29
M,8
M,5
K,26
K,56
K,13
M,50
K,30
K,69
K,44
M,16
K,14
M,50
K,53
M,31
M,43
K,41
M,14
K,12
K,4
M,27
K,29
M,1
M,52
K,50
M,43
K,43
M,3
K,19
K,56
M,33
K,35
M,7
K,4
K,3
M,21
M,18
M,14
K,27
K,48
K,9
M,7
M,4
M,28
K,22
K,71
K,74
M,22
M,29
K,28
M,5
M,2
K,1
M,36
K,35
K,7
M,3
M,1
M,30
K,43
K,16
K,14
K,11
M,6
K,25
K,51
K,14
K,14
K,12
K,35
K,10
M,60
K,58
M,57
K,37
M,22
M,26
K,21
K,1
K,64
K,36
M,33
K,32
M,6
K,3
M,62
K,54
K,17
M,11
M,47
K,55
M,30
K,24
M,36
K,25
M,41
K,36
K,6
K,77
M,31
K,23
M,2
M,42
K,40
M,24
M,29
M,45
K,45
K,NULL
M,25
M,25
M,38
K,36
M,12
M,9
K,6
K,4
M,19
K,22
M,34
K,44
K,12
M,3
M,10
M,52
M,78
M,48
K,40
M,50
K,49
K,36
K,11
M,68
K,62
M,27
K,22
M,19
K,25
K,85
K,52
M,19
M,42
K,43
M,8
M,40
K,26
M,7
K,4
K,2
M,58
K,55
K,20
M,38
K,37
K,13
M,7
M,1
K,51
M,59
K,61
M,71
K,33
K,7
K,1
M,28
K,26
M,26
K,27
M,1
K,25
M,23
M,24
M,24
M,24
M,25
M,63
K,62
M,14
K,50
K,17
M,46
K,55
M,38
K,35
K,9
K,6
M,1
M,55
K,55
K,23
M,43
M,24
M,25
M,23
M,25
M,24
M,24
M,26
M,46
K,46
K,9
K,6
K,2
M,27
K,39
K,7
M,1
M,30
K,26
M,5
M,1
M,35
K,33
M,4
K,73
M,53
K,10
M,8
M,45
K,33
M,46
K,36
K,12
K,10
K,8
K,5
K,20
M,39
K,18
K,2
M,74
M,31
K,31
M,2
M,12
K,10
M,14
M,11
K,43
K,26
K,26
M,23
M,41
K,49
K,9
M,44
K,43
K,10
M,36
K,32
M,4
M,30
K,35
M,8
K,6
K,3
M,39
K,31
K,2
M,47
K,32
M,9
M,2
M,36
K,25
K,37
K,19
K,31
M,44
K,37
M,28
M,26
M,23
M,20
M,18
M,18
K,24
K,60
K,37
K,42
K,43
K,19
K,19
K,18
K,15
M,35
K,31
M,20
M,16
K,51
M,15
K,55
K,66
K,28
K,29
K,20
M,28
M,48
K,30
M,12
M,1
K,22
K,23
M,3
M,14
M,9
K,21
M,27
M,21
M,21
M,47
M,25
M,20
M,17
M,16
M,19
K,34
K,28
K,28
M,26
K,24
M,1
K,17
M,56
K,52
K,39
K,16
M,15
M,19
M,31
K,24
K,25
K,37
K,7
K,4
M,1
K,21
K,15
M,31
K,31
K,5
M,16
M,79
M,42
K,48
K,17
M,14
K,11
M,9
K,7
K,68
M,36
K,27
M,45
K,29
M,9
M,1
K,7
K,42
M,19
M,17
K,29
K,26
K,19
M,27
M,51
K,45
M,9
K,7
K,4
K,47
K,45
M,29
K,18
M,29
K,29
M,23
M,26
M,16
K,15
K,20
M,54
K,47
K,22
K,21
K,19
M,12
M,19
K,54
K,42
M,17
M,14
M,12
K,24
K,21
M,43
K,27
M,8
K,7
M,5
K,4
K,3
M,25
K,28
K,36
M,37
M,54
K,54
M,21
M,17
K,25
M,43
M,40
M,70
K,60
K,41
K,23
K,44
K,15
M,56
K,56
K,19
M,61
K,39
M,36
K,28
K,64
K,30
K,21
K,21
M,54
K,29
M,33
K,28
M,1
M,53
K,41
M,19
K,17
K,15
K,12
K,10
M,8
M,3
M,1
K,55
M,26
M,19
K,27
K,19
M,43
K,42
M,15
M,13
M,11
M,8
M,21
M,20
M,17
M,16
K,35
K,28
K,21
M,58
K,51
K,29
K,22
M,19
K,20
M,22
M,31
K,31
M,4
M,2
K,28
K,16
K,55
K,21
K,20
M,15
M,12
K,52
M,13
K,59
K,57
K,74
K,45
K,34
M,49
K,49
K,21
K,16
M,51
K,49
M,58
K,59
K,50
K,20
M,54
M,32
M,88
K,29
K,29
M,33
M,57
K,42
K,28
K,25
M,30
M,39
K,44
M,15
K,13
K,9
K,5
K,3
K,1
M,23
M,29
K,20
M,1
K,25
M,38
K,19
K,50
K,47
K,19
M,17
K,13
K,7
K,45
K,24
M,39
K,39
K,8
M,6
M,3
K,1
M,28
K,21
K,37
M,65
K,29
M,67
K,37
K,22
M,51
K,52
M,19
K,19
M,26
M,27
K,25
K,4
K,2
K,17
M,34
K,40
M,4
M,27
K,32
M,8
K,2
K,42
M,2
M,37
K,37
K,11
K,9
M,8
M,6
M,3
M,1
M,29
K,28
K,2
M,36
K,35
K,8
K,6
K,4
M,0
M,31
K,32
M,6
M,36
M,26
M,44
K,49
K,18
K,16
K,10
M,60
K,55
M,23
M,16
K,28
M,NULL
M,74
K,59
M,30
M,20
M,18
M,30
M,29
K,41
K,38
M,42
K,34
K,4
K,20
M,33
K,35
M,42
K,34
M,13
K,8
M,1
M,32
M,63
M,48
K,49
M,23
M,14
K,8
M,21
K,17
M,49
M,42
M,25
M,59
K,49
M,15
K,12
K,18
M,71
K,45
K,10
K,4
K,11
M,49
K,17
M,11
M,57
K,21
M,58
K,54
M,22
M,23
K,22
K,2
K,39
K,14
K,11
M,7
K,4
M,24
M,33
K,44
K,46
K,10
M,28
K,NULL
K,3
K,2
M,40
M,29
M,35
K,33
K,4
M,3
K,1
K,18
K,56
K,52
K,35
K,11
K,23
K,47
K,57
M,9
M,18
K,24
K,67
M,56
K,27
K,19
M,13
K,52
M,29
K,24
K,2
K,27
M,31
M,24
K,43
M,47
K,40
M,14
M,8
K,7
M,26
M,14
K,40
K,11
M,6
K,3
M,27
M,28
K,NULL
M,24
M,34
K,25
M,28
M,26
M,40
K,38
M,13
M,12
M,9
K,6
K,3
K,28
M,39
K,39
K,11
K,8
K,6
M,23
M,23
M,23
K,20
K,30
M,59
K,35
K,7
M,5
M,18
M,33
K,25
K,40
K,18
K,16
K,14
M,11
K,23
K,55
K,20
K,37
M,54
M,24
M,57
K,55
M,28
K,34
K,24
M,20
M,21
M,29
K,48
K,10
K,8
K,35
K,45
M,40
K,42
K,3
M,64
K,29
K,39
M,18
M,10
K,18
M,26
K,29
M,24
K,31
M,1
M,50
K,42
M,21
K,10
K,4
M,2
M,53
K,50
K,3
M,36
K,35
K,5
M,1
K,62
M,61
M,52
M,17
M,11
K,43
K,NULL
K,19
K,15
M,37
K,36
M,13
M,10
K,8
M,7
K,6
K,2
M,51
K,20
K,18
K,14
K,39
K,29
K,25
M,57
K,44
K,19
K,31
K,28
K,33
M,32
M,37
K,34
M,9
M,7
K,4
M,NULL
K,22
K,18
M,18
M,13
M,13
K,39
K,18
K,35
M,43
M,41
M,35
K,30
M,21
K,35
M,17
M,33
K,37
K,9
M,17
K,20
K,26
K,20
K,19
M,18
M,16
M,25
M,21
M,26
K,20
M,46
K,36
M,23
M,22
M,44
K,37
M,15
M,13
M,10
K,1
K,31
K,20
K,16
K,36
M,65
K,60
K,26
M,40
K,36
M,6
K,4
M,3
M,1
K,15
K,21
K,14
M,21
M,21
M,16
K,50
K,22
K,76
K,27
K,25
K,38
K,18
M,49
K,27
M,29
K,24
M,2
K,21
M,58
K,63
K,25
K,23
K,54
M,17
M,10
K,45
M,41
K,38
K,12
K,4
M,7
M,39
K,39
M,9
M,6
M,2
K,4
K,39
K,1
M,38
K,35
M,6
K,4
K,2
M,40
M,42
K,44
M,13
M,11
K,7
K,3
M,31
K,50
M,38
K,38
M,9
M,4
K,2
M,29
K,28
M,1
K,47
M,9
K,31
K,26
M,25
M,24
M,19
M,28
M,47
K,51
M,48
K,32
M,10
M,6
M,28
K,33
K,6
M,3
M,45
K,30
M,7
M,5
M,3
M,25
K,31
M,62
K,82
K,15
M,30
M,22
M,27
M,22
K,32
M,32
K,19
M,28
M,45
M,54
M,48
K,35
M,9
K,80
M,31
M,27
M,24
M,33
K,24
M,40
K,45
M,50
K,45
K,10
M,NULL
K,NULL
M,26
K,26
K,32
M,36
K,32
K,2
K,14
M,26
K,29
M,41
K,36
M,8
K,5
K,74
M,52
K,61
M,65
K,54
K,22
K,18
M,35
K,25
M,3
K,1
M,45
K,48
K,70
M,37
K,35
M,57
K,57
M,25
K,22
M,18
M,15
M,18
M,29
K,28
M,5
M,3
M,39
K,46
K,50
K,18
K,17
M,13
K,69
M,53
K,62
K,16
M,47
K,46
K,31
M,48
K,52
K,10
K,18
M,24
M,54
K,46
K,10
M,16
K,63
M,30
K,19
M,48
K,39
M,6
K,49
K,90
K,58
K,46
K,59
K,71
K,77
K,64
K,74
K,71
K,59
K,81
K,81
K,73
K,69
K,67
K,49
K,84
K,74
K,NULL
K,49
K,71
K,74
M,50
K,38
M,17
K,14
K,12
K,7
M,58
K,18
M,NULL
M,39
K,35
M,8
M,6
K,33
M,NULL
M,37
K,28
K,64
M,6
M,4
K,3
M,1
K,26
M,55
K,81
K,28
K,78
K,36
M,15
K,25
M,48
K,47
K,20
M,8
M,31
K,25
K,55
K,17
M,36
M,7
M,6
M,29
K,59
M,29
M,20
M,50
K,34
K,57
M,22
M,29
M,29
K,29
K,33
M,54
K,48
K,18
K,15
M,33
K,26
M,2
M,43
K,54
M,60
M,29
K,24
K,69
K,27
K,19
M,9
M,47
K,38
K,15
M,31
K,25
M,52
K,46
K,7
M,32
K,35
M,7
M,34
K,24
M,5
M,39
K,33
M,9
M,4
K,1
M,32
M,20
M,16
M,44
K,36
M,10
K,8
M,6
M,4
K,1
M,20
K,15
M,37
M,40
K,39
M,15
M,14
M,11
M,6
M,4
M,2
M,53
K,52
M,14
M,12
K,26
M,29
M,23
M,20
M,42
K,20
K,12
K,13
K,38
K,24
K,43
M,15
K,12
M,7
K,3
M,4
M,58
K,53
M,51
K,44
K,21
K,19
M,17
K,78
M,29
M,31
M,20
K,19
M,26
K,25
K,2
K,0
K,17
M,22
M,17
M,15
K,57
K,19
K,16
K,19
M,55
K,49
K,65
K,22
M,24
M,59
K,59
K,24
M,73
K,30
K,28
M,35
K,45
K,20
M,15
M,13
K,30
K,25
K,18
M,30
M,21
M,17
M,21
M,25
M,22
M,18
M,25
M,29
M,26
M,16
M,34
M,50
K,36
K,3
K,2
M,1
M,23
K,23
K,22
M,54
M,48
K,33
K,11
M,8
M,4
M,1
K,22
M,36
K,26
K,6
M,4
K,28
K,18
K,29
K,15
M,27
M,22
M,29
M,18
M,19
M,35
K,30
K,2
K,1
K,19
M,18
M,30
K,23
K,26
K,20
M,15
M,58
K,42
M,19
M,15
M,13
M,11
K,9
K,21
M,71
M,42
K,39
M,13
K,12
M,8
K,5
M,10
K,4
M,2
K,21
K,18
M,55
K,47
K,18
M,15
K,6
M,37
M,23
M,54
K,52
K,16
M,14
K,45
M,64
M,32
K,29
K,5
K,19
M,27
M,16
M,17
K,53
M,62
M,15
M,42
K,48
M,14
K,12
M,5
M,56
K,38
K,12
K,9
M,56
K,48
K,20
M,18
M,14
M,11
M,10
K,23
K,21
M,73
M,40
K,68
K,29
K,40
K,7
M,34
K,28
M,41
K,41
M,15
K,11
K,8
K,21
M,30
K,39
M,38
M,40
K,40
K,7
M,3
M,44
K,38
M,17
K,43
K,16
K,11
K,4
M,24
M,27
M,22
M,20
M,60
K,44
K,42
K,32
M,31
K,31
K,7
M,27
K,28
K,1
M,33
K,37
K,8
M,4
K,1
M,62
K,52
M,22
M,15
K,18
M,21
M,68
K,33
K,27
K,25
K,21
K,29
M,30
M,29
K,34
M,0
M,45
K,29
K,7
M,5
K,3
M,29
K,25
K,5
K,3
M,29
K,29
K,32
M,5
M,3
K,40
K,43
M,9
M,59
K,55
K,22
K,15
M,44
K,24
M,41
K,39
M,13
K,6
K,4
M,1
M,38
K,29
K,4
K,0
M,41
K,41
M,40
K,40
K,9
K,7
M,2
K,29
M,41
K,42
K,4
M,56
K,53
K,17
K,10
K,40
M,31
K,31
M,9
K,8
K,2
M,59
K,60
K,36
K,10
M,33
K,33
K,7
M,4
K,2
M,42
K,59
K,25
M,33
K,31
M,3
M,43
K,36
M,9
M,7
K,4
K,2
M,39
K,51
M,37
K,36
M,7
M,63
K,31
M,25
M,10
K,55
M,23
M,16
M,27
M,38
K,38
M,NULL
K,8
M,24
K,24
M,1
M,38
K,38
K,7
M,27
K,27
K,2
M,29
K,28
M,25
M,28
K,31
M,2
M,30
K,31
K,4
M,36
K,32
M,1
M,42
K,29
K,6
K,34
K,28
K,16
M,21
M,20
M,22
M,16
K,62
K,15
M,41
K,39
M,11
M,9
K,6
K,4
M,2
K,14
K,23
M,20
M,19
M,86
K,66
K,68
K,53
K,41
K,16
M,13
K,10
K,7
K,5
M,27
K,24
K,54
K,14
M,26
M,18
M,30
K,30
M,3
M,23
M,26
M,28
M,46
M,23
M,44
K,43
M,13
M,66
M,35
M,26
M,27
M,36
M,56
M,58
M,53
K,49
M,26
K,22
M,14
K,12
M,41
K,20
M,58
K,51
M,14
M,11
M,7
M,38
K,28
K,1
M,2
M,41
K,33
K,10
K,7
M,5
K,1
K,41
M,10
K,8
K,5
M,48
K,33
K,0
K,14
M,26
K,36
K,14
K,74
M,22
M,62
K,61
U,8
M,59
M,15
M,30
K,30
K,4
M,0
M,29
K,27
M,2
