aarfra,amt,By/sogn,Befollkningstal,Type
1855,Præstø,Højerup,334,Sogn
1855,Præstø,Varpelev,302,Sogn
1855,Præstø,Vemmetofte,290,Sogn
1855,Randers,Udbyneder,949,Sogn
1855,Randers,Ødum,711,Sogn
1855,Randers,Mariager Landsogn,688,Delsogn
1855,Randers,Helgenæs,662,Sogn
1855,Randers,Mariager Købstad,578,Købstad
1855,Randers,Voldum,512,Sogn
1855,Randers,Marie Magdalene,498,Sogn
1855,Randers,Hjortshøj,454,Sogn
1855,Randers,Voer,345,Sogn
1855,Randers,Knebel,313,Sogn
1855,Randers,Kousted,254,Sogn
1855,Ribe,Varde Købstad,1871,Købstad
1855,Ribe,Nordby,1870,Sogn
1855,Ribe,Vamdrup,1558,Sogn
1855,Ribe,Ølgod,1545,Sogn
1855,Ribe,Føvling,1370,Sogn
1855,Ribe,Andst,1187,Sogn
1855,Ribe,Lejrskov,1182,Sogn
1855,Ribe,Skanderup,1137,Sogn
1855,Ribe,Sønderho,1049,Sogn
1855,Ribe,Aal,975,Sogn
1855,Ribe,Guldager,973,Sogn
1855,Ribe,Henne,862,Sogn
1855,Ribe,Gesten,859,Sogn
1855,Ribe,Malt,841,Sogn
1855,Ribe,Ansager,825,Sogn
1855,Ribe,Seest,797,Sogn
1855,Ribe,Oksby,784,Sogn
1855,Ribe,Brørup,773,Sogn
1855,Ribe,Ovtrup,761,Sogn
1855,Ribe,Janderup,725,Sogn
1855,Ribe,Vorbasse,721,Sogn
1855,Ribe,Vilslev (Kongerigsk),719,Sogn
1855,Ribe,Tjæreborg,703,Sogn
1855,Ribe,Horne,696,Sogn
1855,Ribe,Vejen,688,Sogn
1855,Ribe,Faaborg,681,Sogn
1855,Ribe,Jernved,675,Sogn
1855,Ribe,Jerne,662,Sogn
1855,Ribe,Holsted,658,Sogn
1855,Ribe,Lindknud,653,Sogn
1855,Ribe,Bække,637,Sogn
1855,Ribe,Grimstrup,635,Sogn
1855,Ribe,Bryndum,629,Sogn
1855,Ribe,Læborg,625,Sogn
1855,Ribe,Lunde,624,Sogn
1855,Ribe,Darum,624,Sogn
1855,Ribe,Tistrup,615,Sogn
1855,Ribe,Hejnsvig,562,Sogn
1855,Ribe,Hunderup,546,Sogn
1855,Ribe,Grindsted,530,Sogn
1855,Ribe,Øse,530,Sogn
1855,Ribe,Torstrup,513,Sogn
1855,Ribe,Veerst,505,Sogn
1855,Ribe,Hjarup,505,Sogn
1855,Ribe,Seem (Kongerigsk),495,Sogn
1855,Ribe,Billum,494,Sogn
1855,Ribe,Skast,486,Sogn
1855,Ribe,Nørre Nebel,486,Sogn
1855,Ribe,Farup (Kongerigsk),485,Sogn
1855,Ribe,Jordrup,485,Sogn
1855,Ribe,Sneum,457,Sogn
1855,Ribe,Folding,443,Sogn
1855,Ribe,Alslev,442,Sogn
1855,Ribe,Aastrup,438,Sogn
1855,Ribe,Vejrup,434,Sogn
1855,Ribe,Vester Nebel,425,Sogn
1855,Ribe,Kvong,416,Sogn
1855,Ribe,Vester Nykirke,400,Sogn
1855,Ribe,Aarre,383,Sogn
1855,Ribe,Kalvslund,374,Sogn
1855,Ribe,Vester Vedsted (Kongerigsk),370,Sogn
1855,Ribe,Lydum,365,Sogn
1855,Ribe,Varde Landsogn,364,Delsogn
1855,Ribe,Hostrup,363,Sogn
1855,Ribe,Ribe Sankt Katharinæ landsogn,362,Sogn
1855,Ribe,Grene,344,Sogn
1855,Ribe,Ho,295,Sogn
1855,Ribe,Næsbjerg,277,Sogn
1855,Ribe,Kalvslund (Slesvigsk),268,Sogn
1855,Ribe,Bramming,264,Sogn
1855,Ribe,Vester Vedsted (Slesvigsk),259,Sogn
1855,Ribe,Lønne,257,Sogn
1855,Ribe,Mandø,226,Sogn
1855,Ribe,Vester Starup,222,Sogn
1855,Ribe,Vilslev (Slesvigsk),213,Sogn
1855,Ribe,Farup (Slesvigsk),211,Sogn
1855,Ribe,Hodde,207,Sogn
1855,Ringkøbing,Nysogn,1593,Sogn
1855,Ringkøbing,Holstebro Købstad,1525,Købstad
1855,Ringkøbing,Ringkøbing Købstad,1331,Købstad
1855,Ringkøbing,Nørre Bork,1329,Sogn
1855,Ringkøbing,Gjellerup,1251,Sogn
1855,Ringkøbing,Harboør,1241,Sogn
1855,Ringkøbing,Sevel,1168,Sogn
1855,Ringkøbing,Ikast,1164,Sogn
1855,Ringkøbing,Hee,1126,Sogn
1855,Ringkøbing,Lemvig Købstad,1108,Købstad
1855,Ringkøbing,Borbjerg,1013,Sogn
1855,Ringkøbing,Sahl,942,Sogn
1855,Ringkøbing,Avlum,925,Sogn
1855,Ringkøbing,Ulfborg,906,Sogn
1855,Ringkøbing,Lønborg,898,Sogn
1855,Ringkøbing,Hjerm,889,Sogn
1855,Ringkøbing,Rind,866,Sogn
1855,Ringkøbing,Sønder Bork,862,Sogn
1855,Ringkøbing,Haderup,860,Sogn
1855,Ringkøbing,Skjern,841,Sogn
1855,Ringkøbing,Snejbjerg,833,Sogn
1855,Ringkøbing,Ejsing,806,Sogn
1855,Ringkøbing,Staby,799,Sogn
1855,Ringkøbing,Sønder Borris,780,Sogn
1855,Ringkøbing,Vorgod,759,Sogn
1855,Ringkøbing,Herning,748,Sogn
1855,Ringkøbing,Bøvling,743,Sogn
1855,Ringkøbing,Bording,733,Sogn
1855,Ringkøbing,Stadil,733,Sogn
1855,Ringkøbing,Sunds,730,Sogn
1855,Ringkøbing,Gudum,722,Sogn
1855,Ringkøbing,Brejning,710,Sogn
1855,Ringkøbing,Sønder Lem,709,Sogn
1855,Ringkøbing,Dejbjerg,693,Sogn
1855,Ringkøbing,Stavning,685,Sogn
1855,Ringkøbing,Sønder Nissum,676,Sogn
1855,Ringkøbing,Gimsing,661,Sogn
1855,Ringkøbing,Tim,650,Sogn
1855,Ringkøbing,Lomborg,635,Sogn
1855,Ringkøbing,Nørre Nissum,633,Sogn
1855,Ringkøbing,Mejrup,627,Sogn
1855,Ringkøbing,Estvad,623,Sogn
1855,Ringkøbing,Aadum,598,Sogn
1855,Ringkøbing,Vejrum,598,Sogn
1855,Ringkøbing,Ryde,587,Sogn
1855,Ringkøbing,Tvis,581,Sogn
1855,Ringkøbing,Velling,577,Sogn
1855,Ringkøbing,Vedersø,565,Sogn
1855,Ringkøbing,Resen,558,Sogn
1855,Ringkøbing,Husby,550,Sogn
1855,Ringkøbing,Egvad,547,Sogn
1855,Ringkøbing,Møborg,545,Sogn
1855,Ringkøbing,Nees,540,Sogn
1855,Ringkøbing,Fabjerg,536,Sogn
1855,Ringkøbing,Skarrild,534,Sogn
1855,Ringkøbing,Hygum,492,Sogn
1855,Ringkøbing,Ørre,487,Sogn
1855,Ringkøbing,Tørring,482,Sogn
1855,Ringkøbing,Vinding,464,Sogn
1855,Ringkøbing,Hanning,463,Sogn
1855,Ringkøbing,Fjaltring,453,Sogn
1855,Ringkøbing,Vandborg,446,Sogn
1855,Ringkøbing,Hove,438,Sogn
1855,Ringkøbing,Hemmet,432,Sogn
1855,Ringkøbing,Vildbjerg,430,Sogn
1855,Ringkøbing,Nørlem,423,Sogn
1855,Ringkøbing,Timring,422,Sogn
1855,Ringkøbing,Rindum,414,Sogn
1855,Ringkøbing,Dybe,413,Sogn
1855,Ringkøbing,Handbjerg,401,Sogn
1855,Ringkøbing,Assing,397,Sogn
1855,Ringkøbing,Flynder,396,Sogn
1855,Ringkøbing,Sinding,396,Sogn
1855,Ringkøbing,Lyne,392,Sogn
1855,Ringkøbing,Sønder Felding,392,Sogn
1855,Ringkøbing,Maabjerg,390,Sogn
1855,Ringkøbing,Humlum,389,Sogn
1855,Ringkøbing,Nørre Omme,384,Sogn
1855,Ringkøbing,Faster,378,Sogn
1855,Ringkøbing,Idom,378,Sogn
1855,Ringkøbing,Navr,375,Sogn
1855,Ringkøbing,Ramme,362,Sogn
1855,Ringkøbing,Nørre Felding,354,Sogn
1855,Ringkøbing,Strellev,352,Sogn
1855,Ringkøbing,Tjørring,339,Sogn
1855,Ringkøbing,Hoven,337,Sogn
1855,Ringkøbing,Vind,330,Sogn
1855,Ringkøbing,Madum,319,Sogn
1855,Ringkøbing,Asp,316,Sogn
1855,Ringkøbing,Sønder Vium,315,Sogn
1855,Ringkøbing,Raasted,287,Sogn
1855,Ringkøbing,Torsted,285,Sogn
1855,Ringkøbing,Ferring,277,Sogn
1855,Ringkøbing,Arnborg,277,Sogn
1855,Ringkøbing,Bølling,274,Sogn
1855,Ringkøbing,Fovsing,274,Sogn
1855,Ringkøbing,Rom,273,Sogn
1855,Ringkøbing,Hodsager,271,Sogn
1855,Ringkøbing,Nøvling,261,Sogn
1855,Ringkøbing,Gammelsogn,260,Sogn
1855,Ringkøbing,Trans,247,Sogn
1855,Ringkøbing,Sir,243,Sogn
1855,Ringkøbing,Sædding,237,Sogn
1855,Ringkøbing,Vemb,234,Sogn
1855,Ringkøbing,Nørre Vium,232,Sogn
1855,Ringkøbing,Gørding,214,Sogn
1855,Ringkøbing,Ølby,206,Sogn
1855,Ringkøbing,Rønbjerg,206,Sogn
1855,Ringkøbing,Hover,202,Sogn
1855,Roskilde,Køge Købstad,2659,Købstad
1855,Roskilde,Borup,935,Sogn
1855,Roskilde,Syv,834,Sogn
1855,Roskilde,Osted,777,Sogn
1855,Roskilde,Hvalsø,759,Sogn
1855,Roskilde,Daastrup,693,Sogn
1855,Roskilde,Greve,689,Sogn
1855,Roskilde,Kildebrønde,658,Sogn
1855,Roskilde,Snoldelev,605,Sogn
1855,Roskilde,Reerslev,605,Sogn
1855,Roskilde,Ørsted,595,Sogn
1855,Roskilde,Hvedstrup,569,Sogn
1855,Roskilde,Karlslunde,561,Sogn
1855,Roskilde,Gadstrup,556,Sogn
1855,Roskilde,Aagerup,548,Sogn
1855,Roskilde,Jyllinge,547,Sogn
1855,Roskilde,Særløse,500,Sogn
1855,Roskilde,Svogerslev,475,Sogn
1855,Roskilde,Glim,353,Sogn
1855,Roskilde,Kisserup,324,Sogn
1855,Roskilde,Køge Landdistrikt,304,Delsogn
1855,Roskilde,Fløng,300,Sogn
1855,Roskilde,Rorup,285,Sogn
1855,Roskilde,Kornerup,244,Sogn
1855,Roskilde,Kimmerslev,210,Sogn
1855,Roskilde,Gershøj,208,Sogn
1855,Skanderborg,Them,1954,Sogn
1855,Skanderborg,Silkeborg Handelsplads,1204,Sogn
1855,Skanderborg,Linaa,1180,Sogn
1855,Skanderborg,Ovsted,1118,Sogn
1855,Skanderborg,Veng,1082,Sogn
1855,Skanderborg,Hylke,1066,Sogn
1855,Skanderborg,Gammel Rye,958,Sogn
1855,Skanderborg,Ejstrup,787,Sogn
1855,Skanderborg,Tørring,716,Sogn
1855,Skanderborg,Tulstrup,697,Sogn
1855,Skanderborg,Voerladegaard,683,Sogn
1855,Skanderborg,Taaning,543,Sogn
1855,Skanderborg,Vrads,363,Sogn
1855,Skanderborg,Stilling,239,Sogn
1855,Skanderborg,Alling,226,Sogn
1855,Sorø,Munke Bjergby,1168,Sogn
1855,Sorø,Kværkeby,1115,Sogn
1855,Sorø,Ringsted Landsogn,1048,Delsogn
1855,Sorø,Alsted,1017,Sogn
1855,Sorø,Vigersted,866,Sogn
1855,Sorø,Valsølille,739,Sogn
1855,Sorø,Bromme,594,Sogn
1855,Sorø,Jystrup,563,Sogn
1855,Sorø,Lundforlund,390,Sogn
1855,Sorø,Omø,221,Sogn
1855,Sorø,Kirkerup,201,Sogn
1855,Svendborg,Svendborg Købstad,5275,Købstad
1855,Svendborg,Bregninge (Taasinge),1950,Sogn
1855,Svendborg,Skaarup,1750,Sogn
1855,Svendborg,Svanninge,1548,Sogn
1855,Svendborg,Stenstrup,1398,Sogn
1855,Svendborg,Bjerreby,1369,Sogn
1855,Svendborg,Hesselager,1343,Sogn
1855,Svendborg,Landet,1065,Sogn
1855,Svendborg,Kværndrup,1013,Sogn
1855,Svendborg,Egense,976,Sogn
1855,Svendborg,Tved,952,Sogn
1855,Svendborg,Thurø,900,Sogn
1855,Svendborg,Sørup,855,Sogn
1855,Svendborg,Sankt Jørgens,854,Sogn
1855,Svendborg,Ullerslev,841,Sogn
1855,Svendborg,Lunde,810,Sogn
1855,Svendborg,Ryslinge,755,Sogn
1855,Svendborg,Kirkeby,730,Sogn
1855,Svendborg,Svindinge,691,Sogn
1855,Svendborg,Strynø,689,Sogn
1855,Svendborg,Ollerup,679,Sogn
1855,Svendborg,Haastrup,621,Sogn
1855,Svendborg,Drejø,602,Sogn
1855,Svendborg,Gestelev,563,Sogn
1855,Svendborg,Brudager,517,Sogn
1855,Svendborg,Ellinge,510,Sogn
1855,Svendborg,Ørbæk,497,Sogn
1855,Svendborg,Søllinge,485,Sogn
1855,Svendborg,Øster Skerninge,470,Sogn
1855,Svendborg,Fodslette,458,Sogn
1855,Svendborg,Allested,451,Sogn
1855,Svendborg,Langaa,372,Sogn
1855,Svendborg,Avernakø,344,Sogn
1855,Svendborg,Lyø,306,Sogn
1855,Thisted,Thisted Købstad,2763,Købstad
1855,Thisted,Vestervig,1978,Sogn
1855,Thisted,Nykøbing Mors Købstad,1748,Købstad
1855,Thisted,Hvidbjerg,1511,Sogn
1855,Thisted,Hillerslev,1181,Sogn
1855,Thisted,Hundborg,1117,Sogn
1855,Thisted,Snedsted,1038,Sogn
1855,Thisted,Ydby,893,Sogn
1855,Thisted,Sjørring,806,Sogn
1855,Thisted,Karby,805,Sogn
1855,Thisted,Lødderup,770,Sogn
1855,Thisted,Stagstrup,751,Sogn
1855,Thisted,Kettrup,735,Sogn
1855,Thisted,Sennels,727,Sogn
1855,Thisted,Tømmerby,723,Sogn
1855,Thisted,Bedsted,719,Sogn
1855,Thisted,Øster Assels,711,Sogn
1855,Thisted,Vester Vandet,687,Sogn
1855,Thisted,Nors,683,Sogn
1855,Thisted,Hørdum,680,Sogn
1855,Thisted,Kollerup,678,Sogn
1855,Thisted,Sejerslev,660,Sogn
1855,Thisted,Klim,655,Sogn
1855,Thisted,Lild,645,Sogn
1855,Thisted,Østerild,640,Sogn
1855,Thisted,Heltborg,624,Sogn
1855,Thisted,Gøttrup,616,Sogn
1855,Thisted,Skyum,595,Sogn
1855,Thisted,Tødsø,592,Sogn
1855,Thisted,Skjoldborg,576,Sogn
1855,Thisted,Ræhr,573,Sogn
1855,Thisted,Øsløs,571,Sogn
1855,Thisted,Flade,549,Sogn
1855,Thisted,Nørhaa,538,Sogn
1855,Thisted,Solbjerg,529,Sogn
1855,Thisted,Hjardemaal,521,Sogn
1855,Thisted,Vang,520,Sogn
1855,Thisted,Thisted Landsogn,509,Delsogn
1855,Thisted,Redsted,501,Sogn
1855,Thisted,Galtrup,491,Sogn
1855,Thisted,Sønderhaa,488,Sogn
1855,Thisted,Søndbjerg,488,Sogn
1855,Thisted,Hvidbjerg,484,Sogn
1855,Thisted,Odby,482,Sogn
1855,Thisted,Agger,478,Sogn
1855,Thisted,Hurup,476,Sogn
1855,Thisted,Vester Torup,474,Sogn
1855,Thisted,Bjergby,474,Sogn
1855,Thisted,Hvidbjerg Vesten Aa,465,Sogn
1855,Thisted,Villerslev,464,Sogn
1855,Thisted,Frøslev,459,Sogn
1855,Thisted,Erslev,459,Sogn
1855,Thisted,Vejerslev,459,Sogn
1855,Thisted,Ørding,450,Sogn
1855,Thisted,Sundby,446,Sogn
1855,Thisted,Vester Assels,422,Sogn
1855,Thisted,Lyngs,411,Sogn
1855,Thisted,Hunstrup,402,Sogn
1855,Thisted,Gettrup,396,Sogn
1855,Thisted,Boddum,376,Sogn
1855,Thisted,Jegindø,371,Sogn
1855,Thisted,Arup,369,Sogn
1855,Thisted,Tved,349,Sogn
1855,Thisted,Harring,343,Sogn
1855,Thisted,Hjortdal,341,Sogn
1855,Thisted,Alsted,339,Sogn
1855,Thisted,Ovtrup,334,Sogn
1855,Thisted,Vesløs,329,Sogn
1855,Thisted,Ørum,322,Sogn
1855,Thisted,Ejerslev,312,Sogn
1855,Thisted,Vust,310,Sogn
1855,Thisted,Skinnerup,300,Sogn
1855,Thisted,Grurup,295,Sogn
1855,Thisted,Skallerup,294,Sogn
1855,Thisted,Sønder Draaby,293,Sogn
1855,Thisted,Hassing,285,Sogn
1855,Thisted,Tilsted,276,Sogn
1855,Thisted,Elsø,272,Sogn
1855,Thisted,Dragstrup,259,Sogn
1855,Thisted,Helligsø,254,Sogn
1855,Thisted,Jørsby,250,Sogn
1855,Thisted,Tæbring,237,Sogn
1855,Thisted,Visby,227,Sogn
1855,Thisted,Jannerup,224,Sogn
1855,Thisted,Mollerup,221,Sogn
1855,Thisted,Rakkeby,204,Sogn
1855,Thisted,Torsted,202,Sogn
1855,Tønder,Ballum,1501,Sogn
1855,Tønder,Møgeltønder (Kongerigsk),1475,Sogn
1855,Tønder,Brede,1041,Sogn
1855,Tønder,Rømø,830,Sogn
1855,Tønder,Døstrup (Slesvigsk),776,Sogn
1855,Tønder,Visby (Kongerigsk),730,Sogn
1855,Tønder,Sankt Clemens,635,Sogn
1855,Tønder,Daler (Kongerigsk),620,Sogn
1855,Tønder,Emmerlev,612,Sogn
1855,Tønder,Højer Landsogn (slesvigsk),371,Delsogn
1855,Tønder,Mjolden (Kongerigsk),347,Sogn
1855,Tønder,Randerup (Kongerigsk),234,Sogn
1855,Vejle,Sindbjerg,1222,Sogn
1855,Vejle,Hedensted,1221,Sogn
1855,Vejle,Sønder Stenderup,1051,Sogn
1855,Vejle,Brande,1007,Sogn
1855,Vejle,Grejs,846,Sogn
1855,Vejle,Ødis (Slesvisk),744,Sogn
1855,Vejle,Almind,741,Sogn
1855,Vejle,Skjold,711,Sogn
1855,Vejle,Daugaard,643,Sogn
1855,Vejle,Viuf,627,Sogn
1855,Vejle,Langskov,588,Sogn
1855,Vejle,Harte,568,Sogn
1855,Vejle,Ringive,513,Sogn
1855,Vejle,Ørum,400,Sogn
1855,Vejle,Urlev,298,Sogn
1855,Vejle,Hornum,258,Sogn
1855,Viborg,Fur,1001,Sogn
1855,Viborg,Balle,751,Sogn
1855,Viborg,Simested,617,Sogn
1855,Viborg,Skals,614,Sogn
1855,Viborg,Asmild,593,Sogn
1855,Viborg,Vester Bølle,502,Sogn
1855,Viborg,Lihme,497,Sogn
1855,Viborg,Vorde,480,Sogn
1855,Viborg,Skjød,466,Sogn
1855,Viborg,Sall,430,Sogn
1855,Viborg,Vinkel,393,Sogn
1855,Viborg,Ulbjerg,389,Sogn
1855,Viborg,Gedsted,349,Sogn
1855,Viborg,Klejtrup,331,Sogn
1855,Viborg,Ramsing,326,Sogn
1855,Viborg,Fjeldsø,323,Sogn
1855,Viborg,Serup,320,Sogn
1855,Viborg,Øster Bølle,318,Sogn
1855,Viborg,Sejling,293,Sogn
1855,Viborg,Dollerup,288,Sogn
1855,Viborg,Lynderup,287,Sogn
1855,Viborg,Haurum,285,Sogn
1855,Viborg,Elsborg,273,Sogn
1855,Viborg,Laastrup,271,Sogn
1855,Viborg,Hvilsom,271,Sogn
1855,Viborg,Hvam,254,Sogn
1855,Viborg,Fiskbæk,252,Sogn
1855,Viborg,Sinding,252,Sogn
1855,Viborg,Hersom,250,Sogn
1855,Viborg,Romlund,248,Sogn
1855,Viborg,Vester Tostrup,227,Sogn
1855,Viborg,Roum,222,Sogn
1855,Viborg,Thorsø,218,Sogn
