street,quarter,Census name,male sick,female sick,male dead,female dead,street index,start date,end date
Holmens Canal (ved Stranden),Oester,Holmens Kanal,0,2,0,0,141,24-07-1853,30-07-1853
Holmens Canal (ved Stranden),Oester,Holmens Kanal,1,0,0,0,141,31-07-1853,06-08-1853
Holmens Canal (ved Stranden),Oester,Holmens Kanal,0,0,0,0,141,07-08-1853,13-08-1853
Holmens Canal (ved Stranden),Oester,Holmens Kanal,0,0,0,0,141,14-08-1853,20-08-1853
Holmens Canal (ved Stranden),Oester,Holmens Kanal,0,1,0,1,141,21-08-1853,27-08-1853
Holmens Canal (ved Stranden),Oester,Holmens Kanal,0,0,0,0,141,28-08-1853,03-09-1853
Holmens Canal (ved Stranden),Oester,Holmens Kanal,0,0,0,0,141,04-09-1853,10-09-1853
Holmens Canal (ved Stranden),Oester,Holmens Kanal,0,0,0,0,141,11-09-1853,17-09-1853
Holmens Canal (ved Stranden),Oester,Holmens Kanal,0,0,0,0,141,18-09-1853,24-09-1853
Holmens Canal (ved Stranden),Oester,Holmens Kanal,0,0,0,0,141,25-09-1853,01-10-1853
Holmensgade,Oester,Holmensgade,1,1,0,1,140,03-07-1853,09-07-1853
Holmensgade,Oester,Holmensgade,0,0,0,0,140,12-06-1853,18-06-1853
Holmensgade,Oester,Holmensgade,0,0,0,0,140,19-06-1853,25-06-1853
Holmensgade,Oester,Holmensgade,0,0,0,0,140,26-06-1853,02-07-1853
Holmensgade,Oester,Holmensgade,0,0,0,0,140,10-07-1853,16-07-1853
Holmensgade,Oester,Holmensgade,4,4,3,3,140,17-07-1853,23-07-1853
Holmensgade,Oester,Holmensgade,7,10,5,9,140,24-07-1853,30-07-1853
Holmensgade,Oester,Holmensgade,0,0,0,0,140,31-07-1853,06-08-1853
Holmensgade,Oester,Holmensgade,0,1,0,0,140,07-08-1853,13-08-1853
Holmensgade,Oester,Holmensgade,1,0,0,0,140,14-08-1853,20-08-1853
Holmensgade,Oester,Holmensgade,0,2,0,0,140,21-08-1853,27-08-1853
Holmensgade,Oester,Holmensgade,0,0,0,0,140,28-08-1853,03-09-1853
Holmensgade,Oester,Holmensgade,0,0,0,0,140,04-09-1853,10-09-1853
Holmensgade,Oester,Holmensgade,0,0,0,0,140,11-09-1853,17-09-1853
Holmensgade,Oester,Holmensgade,0,0,0,0,140,18-09-1853,24-09-1853
Holmensgade,Oester,Holmensgade,0,1,0,0,140,25-09-1853,01-10-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,0,83,12-06-1853,18-06-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,0,83,19-06-1853,25-06-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,1,0,0,83,26-06-1853,02-07-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,0,83,10-07-1853,16-07-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,0,83,17-07-1853,23-07-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,3,2,2,1,83,24-07-1853,30-07-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,2,0,1,0,83,31-07-1853,06-08-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,0,83,07-08-1853,13-08-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,0,83,14-08-1853,20-08-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,1,83,21-08-1853,27-08-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,0,83,28-08-1853,03-09-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,0,83,04-09-1853,10-09-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,0,83,11-09-1853,17-09-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,0,83,18-09-1853,24-09-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,0,0,0,0,83,25-09-1853,01-10-1853
Holms Huse ved Volden etc.,Christianshavn,Holms Huse ved Volden etc.,1,0,1,0,83,03-07-1853,09-07-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,03-07-1853,09-07-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,04-09-1853,10-09-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,1,0,1,0,35,07-08-1853,13-08-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,10-07-1853,16-07-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,11-09-1853,17-09-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,12-06-1853,18-06-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,14-08-1853,20-08-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,1,0,0,35,17-07-1853,23-07-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,18-09-1853,24-09-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,19-06-1853,25-06-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,21-08-1853,27-08-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,3,0,3,35,24-07-1853,30-07-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,25-09-1853,01-10-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,26-06-1853,02-07-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,28-08-1853,03-09-1853
Hoppenslænge,St. Annae Vester,Hoppenslænge,0,0,0,0,35,31-07-1853,06-08-1853
Hummergade,Oester,Hummergade,0,1,0,1,149,03-07-1853,09-07-1853
Hummergade,Oester,Hummergade,0,0,0,0,149,12-06-1853,18-06-1853
Hummergade,Oester,Hummergade,0,0,0,0,149,19-06-1853,25-06-1853
Hummergade,Oester,Hummergade,0,0,0,0,149,26-06-1853,02-07-1853
Hummergade,Oester,Hummergade,1,0,1,0,149,10-07-1853,16-07-1853
Hummergade,Oester,Hummergade,1,2,1,0,149,17-07-1853,23-07-1853
Hummergade,Oester,Hummergade,1,0,1,0,149,24-07-1853,30-07-1853
Hummergade,Oester,Hummergade,0,2,0,1,149,31-07-1853,06-08-1853
Hummergade,Oester,Hummergade,0,0,0,0,149,07-08-1853,13-08-1853
Hummergade,Oester,Hummergade,1,0,0,0,149,14-08-1853,20-08-1853
Hummergade,Oester,Hummergade,0,0,0,0,149,21-08-1853,27-08-1853
Hummergade,Oester,Hummergade,0,0,0,0,149,28-08-1853,03-09-1853
Hummergade,Oester,Hummergade,0,0,0,0,149,04-09-1853,10-09-1853
Hummergade,Oester,Hummergade,0,0,0,0,149,11-09-1853,17-09-1853
Hummergade,Oester,Hummergade,0,0,0,0,149,18-09-1853,24-09-1853
Hummergade,Oester,Hummergade,0,0,0,0,149,25-09-1853,01-10-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,03-07-1853,09-07-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,12-06-1853,18-06-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,19-06-1853,25-06-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,26-06-1853,02-07-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,10-07-1853,16-07-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,17-07-1853,23-07-1853
Hyskenstræde,Snarens,Hyskenstræde,0,1,0,1,159,24-07-1853,30-07-1853
Hyskenstræde,Snarens,Hyskenstræde,0,1,0,0,159,31-07-1853,06-08-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,07-08-1853,13-08-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,14-08-1853,20-08-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,21-08-1853,27-08-1853
Hyskenstræde,Snarens,Hyskenstræde,1,0,1,0,159,28-08-1853,03-09-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,04-09-1853,10-09-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,11-09-1853,17-09-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,18-09-1853,24-09-1853
Hyskenstræde,Snarens,Hyskenstræde,0,0,0,0,159,25-09-1853,01-10-1853
Kamelgade,Nyboder,Kameelgade,0,0,0,0,13,03-07-1853,09-07-1853
Kamelgade,Nyboder,Kameelgade,0,0,0,0,13,04-09-1853,10-09-1853
Kamelgade,Nyboder,Kameelgade,1,0,0,0,13,07-08-1853,13-08-1853
Kamelgade,Nyboder,Kameelgade,1,1,1,1,13,10-07-1853,16-07-1853
Kamelgade,Nyboder,Kameelgade,0,0,0,0,13,11-09-1853,17-09-1853
Kamelgade,Nyboder,Kameelgade,0,0,0,0,13,12-06-1853,18-06-1853
Kamelgade,Nyboder,Kameelgade,1,0,0,0,13,14-08-1853,20-08-1853
Kamelgade,Nyboder,Kameelgade,1,4,1,3,13,17-07-1853,23-07-1853
Kamelgade,Nyboder,Kameelgade,0,0,0,0,13,18-09-1853,24-09-1853
Kamelgade,Nyboder,Kameelgade,0,0,0,0,13,19-06-1853,25-06-1853
Kamelgade,Nyboder,Kameelgade,0,0,0,0,13,21-08-1853,27-08-1853
Kamelgade,Nyboder,Kameelgade,5,10,3,6,13,24-07-1853,30-07-1853
Kamelgade,Nyboder,Kameelgade,0,0,0,0,13,25-09-1853,01-10-1853
Kamelgade,Nyboder,Kameelgade,0,0,0,0,13,26-06-1853,02-07-1853
Kamelgade,Nyboder,Kameelgade,1,0,0,0,13,28-08-1853,03-09-1853
Kamelgade,Nyboder,Kameelgade,7,6,3,5,13,31-07-1853,06-08-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,03-07-1853,09-07-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,1,0,0,34,03-07-1853,09-07-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,04-09-1853,10-09-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,07-08-1853,13-08-1853
Kaninlænge,Nyboder,Kaninlængen,3,4,3,3,29,10-07-1853,16-07-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,11-09-1853,17-09-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,12-06-1853,18-06-1853
Kaninlænge,Nyboder,Kaninlængen,1,0,0,0,29,14-08-1853,20-08-1853
Kaninlænge,Nyboder,Kaninlængen,2,4,1,2,29,17-07-1853,23-07-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,18-09-1853,24-09-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,19-06-1853,25-06-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,21-08-1853,27-08-1853
Kaninlænge,Nyboder,Kaninlængen,1,0,1,0,29,24-07-1853,30-07-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,25-09-1853,01-10-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,26-06-1853,02-07-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,28-08-1853,03-09-1853
Kaninlænge,Nyboder,Kaninlængen,0,0,0,0,29,31-07-1853,06-08-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,04-09-1853,10-09-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,07-08-1853,13-08-1853
Kaninlænge,St. Annae Vester,Kaninlængen,3,3,3,2,34,10-07-1853,16-07-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,11-09-1853,17-09-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,12-06-1853,18-06-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,14-08-1853,20-08-1853
Kaninlænge,St. Annae Vester,Kaninlængen,5,5,3,3,34,17-07-1853,23-07-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,18-09-1853,24-09-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,19-06-1853,25-06-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,21-08-1853,27-08-1853
Kaninlænge,St. Annae Vester,Kaninlængen,1,1,1,0,34,24-07-1853,30-07-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,25-09-1853,01-10-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,26-06-1853,02-07-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,28-08-1853,03-09-1853
Kaninlænge,St. Annae Vester,Kaninlængen,0,0,0,0,34,31-07-1853,06-08-1853
Kattegade,Nyboder,Kattegade,0,0,0,0,15,03-07-1853,09-07-1853
Kattegade,Nyboder,Kattegade,0,0,0,0,15,04-09-1853,10-09-1853
Kattegade,Nyboder,Kattegade,0,1,0,0,15,07-08-1853,13-08-1853
Kattegade,Nyboder,Kattegade,1,3,0,2,15,10-07-1853,16-07-1853
Kattegade,Nyboder,Kattegade,0,0,0,0,15,11-09-1853,17-09-1853
Kattegade,Nyboder,Kattegade,0,0,0,0,15,12-06-1853,18-06-1853
Kattegade,Nyboder,Kattegade,0,0,0,0,15,14-08-1853,20-08-1853
Kattegade,Nyboder,Kattegade,5,3,2,2,15,17-07-1853,23-07-1853
Kattegade,Nyboder,Kattegade,0,0,0,0,15,18-09-1853,24-09-1853
Kattegade,Nyboder,Kattegade,0,0,0,0,15,19-06-1853,25-06-1853
Kattegade,Nyboder,Kattegade,0,0,0,0,15,21-08-1853,27-08-1853
Kattegade,Nyboder,Kattegade,1,3,1,2,15,24-07-1853,30-07-1853
Kattegade,Nyboder,Kattegade,0,0,0,0,15,25-09-1853,01-10-1853
Kattegade,Nyboder,Kattegade,0,0,0,0,15,26-06-1853,02-07-1853
Kattegade,Nyboder,Kattegade,0,0,0,0,15,28-08-1853,03-09-1853
Kattegade,Nyboder,Kattegade,1,0,1,0,15,31-07-1853,06-08-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,03-07-1853,09-07-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,12-06-1853,18-06-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,19-06-1853,25-06-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,26-06-1853,02-07-1853
Kattesundet,Vester,Kattesundet,1,0,1,0,191,10-07-1853,16-07-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,17-07-1853,23-07-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,24-07-1853,30-07-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,31-07-1853,06-08-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,07-08-1853,13-08-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,14-08-1853,20-08-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,21-08-1853,27-08-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,28-08-1853,03-09-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,04-09-1853,10-09-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,11-09-1853,17-09-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,18-09-1853,24-09-1853
Kattesundet,Vester,Kattesundet,0,0,0,0,191,25-09-1853,01-10-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,12-06-1853,18-06-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,19-06-1853,25-06-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,26-06-1853,02-07-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,10-07-1853,16-07-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,17-07-1853,23-07-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,24-07-1853,30-07-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,31-07-1853,06-08-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,07-08-1853,13-08-1853
Klareboderne,Kjoebmager,Klareboderne,1,0,1,0,102,14-08-1853,20-08-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,21-08-1853,27-08-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,28-08-1853,03-09-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,04-09-1853,10-09-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,11-09-1853,17-09-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,18-09-1853,24-09-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,25-09-1853,01-10-1853
Klareboderne,Kjoebmager,Klareboderne,0,0,0,0,102,03-07-1853,09-07-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,04-09-1853,10-09-1853
Klerkegade,Nyboder,Klærkegade,0,1,0,1,30,07-08-1853,13-08-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,10-07-1853,16-07-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,11-09-1853,17-09-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,12-06-1853,18-06-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,14-08-1853,20-08-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,17-07-1853,23-07-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,18-09-1853,24-09-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,19-06-1853,25-06-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,21-08-1853,27-08-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,24-07-1853,30-07-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,25-09-1853,01-10-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,26-06-1853,02-07-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,28-08-1853,03-09-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,31-07-1853,06-08-1853
Klerkegade,Nyboder,Klærkegade,0,0,0,0,30,03-07-1853,09-07-1853
Klerkegade,St. Annae Vester,Klærkegade,0,2,0,2,42,03-07-1853,09-07-1853
Klerkegade,St. Annae Vester,Klærkegade,0,0,0,0,42,04-09-1853,10-09-1853
Klerkegade,St. Annae Vester,Klærkegade,4,5,4,4,42,10-07-1853,16-07-1853
Klerkegade,St. Annae Vester,Klærkegade,0,0,0,0,42,11-09-1853,17-09-1853
Klerkegade,St. Annae Vester,Klærkegade,0,0,0,0,42,12-06-1853,18-06-1853
Klerkegade,St. Annae Vester,Klærkegade,0,3,1,1,42,14-08-1853,20-08-1853
Klerkegade,St. Annae Vester,Klærkegade,7,17,5,11,42,17-07-1853,23-07-1853
Klerkegade,St. Annae Vester,Klærkegade,0,0,0,0,42,18-09-1853,24-09-1853
Klerkegade,St. Annae Vester,Klærkegade,0,0,0,0,42,19-06-1853,25-06-1853
Klerkegade,St. Annae Vester,Klærkegade,0,0,0,0,42,21-08-1853,27-08-1853
Klerkegade,St. Annae Vester,Klærkegade,15,24,9,16,42,24-07-1853,30-07-1853
Klerkegade,St. Annae Vester,Klærkegade,0,0,0,0,42,25-09-1853,01-10-1853
Klerkegade,St. Annae Vester,Klærkegade,0,0,0,0,42,26-06-1853,02-07-1853
Klerkegade,St. Annae Vester,Klærkegade,0,0,0,0,42,28-08-1853,03-09-1853
Klerkegade,St. Annae Vester,Klærkegade,7,5,5,4,42,31-07-1853,06-08-1853
Klerkegade,St. Annae Vester,Klærkegade,4,3,2,3,42,07-08-1853,13-08-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,12-06-1853,18-06-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,19-06-1853,25-06-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,26-06-1853,02-07-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,10-07-1853,16-07-1853
Klosterstræde,Frimands,Klosterstræde,0,1,0,0,121,17-07-1853,23-07-1853
Klosterstræde,Frimands,Klosterstræde,1,1,1,1,121,24-07-1853,30-07-1853
Klosterstræde,Frimands,Klosterstræde,3,3,2,2,121,31-07-1853,06-08-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,07-08-1853,13-08-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,14-08-1853,20-08-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,21-08-1853,27-08-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,28-08-1853,03-09-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,04-09-1853,10-09-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,11-09-1853,17-09-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,18-09-1853,24-09-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,25-09-1853,01-10-1853
Klosterstræde,Frimands,Klosterstræde,0,0,0,0,121,03-07-1853,09-07-1853
Knabrostræde,Snarens,Knabrostræde,0,0,0,0,157,03-07-1853,09-07-1853
Knabrostræde,Snarens,Knabrostræde,0,0,0,0,157,12-06-1853,18-06-1853
Knabrostræde,Snarens,Knabrostræde,0,0,0,0,157,19-06-1853,25-06-1853
Knabrostræde,Snarens,Knabrostræde,0,0,0,0,157,26-06-1853,02-07-1853
Knabrostræde,Snarens,Knabrostræde,0,0,0,0,157,10-07-1853,16-07-1853
Knabrostræde,Snarens,Knabrostræde,1,1,0,1,157,17-07-1853,23-07-1853
Knabrostræde,Snarens,Knabrostræde,1,2,0,1,157,24-07-1853,30-07-1853
Knabrostræde,Snarens,Knabrostræde,0,1,0,1,157,31-07-1853,06-08-1853
Knabrostræde,Snarens,Knabrostræde,1,0,1,0,157,07-08-1853,13-08-1853
Knabrostræde,Snarens,Knabrostræde,0,1,0,0,157,14-08-1853,20-08-1853
Knabrostræde,Snarens,Knabrostræde,0,0,0,0,157,21-08-1853,27-08-1853
Knabrostræde,Snarens,Knabrostræde,2,0,0,0,157,28-08-1853,03-09-1853
Knabrostræde,Snarens,Knabrostræde,0,0,0,0,157,04-09-1853,10-09-1853
Knabrostræde,Snarens,Knabrostræde,0,0,0,0,157,11-09-1853,17-09-1853
Knabrostræde,Snarens,Knabrostræde,0,0,0,0,157,18-09-1853,24-09-1853
Knabrostræde,Snarens,Knabrostræde,0,0,0,0,157,25-09-1853,01-10-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,12-06-1853,18-06-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,19-06-1853,25-06-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,26-06-1853,02-07-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,10-07-1853,16-07-1853
Kokkegade,Frimands,Kokkegade,1,1,1,1,126,17-07-1853,23-07-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,24-07-1853,30-07-1853
Kokkegade,Frimands,Kokkegade,1,0,1,0,126,31-07-1853,06-08-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,07-08-1853,13-08-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,14-08-1853,20-08-1853
Kokkegade,Frimands,Kokkegade,1,0,0,0,126,21-08-1853,27-08-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,28-08-1853,03-09-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,04-09-1853,10-09-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,11-09-1853,17-09-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,18-09-1853,24-09-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,25-09-1853,01-10-1853
Kokkegade,Frimands,Kokkegade,0,0,0,0,126,03-07-1853,09-07-1853
Kokkegade,St. Annae Vester,Kokkegade,7,4,5,4,45,03-07-1853,09-07-1853
Kokkegade,St. Annae Vester,Kokkegade,0,0,0,0,45,04-09-1853,10-09-1853
Kokkegade,St. Annae Vester,Kokkegade,7,11,6,4,45,10-07-1853,16-07-1853
Kokkegade,St. Annae Vester,Kokkegade,0,0,0,0,45,11-09-1853,17-09-1853
Kokkegade,St. Annae Vester,Kokkegade,0,0,0,0,45,12-06-1853,18-06-1853
Kokkegade,St. Annae Vester,Kokkegade,1,0,0,0,45,14-08-1853,20-08-1853
Kokkegade,St. Annae Vester,Kokkegade,4,5,1,4,45,17-07-1853,23-07-1853
Kokkegade,St. Annae Vester,Kokkegade,0,0,0,0,45,18-09-1853,24-09-1853
Kokkegade,St. Annae Vester,Kokkegade,0,0,0,0,45,19-06-1853,25-06-1853
Kokkegade,St. Annae Vester,Kokkegade,0,0,0,0,45,21-08-1853,27-08-1853
Kokkegade,St. Annae Vester,Kokkegade,4,5,2,2,45,24-07-1853,30-07-1853
Kokkegade,St. Annae Vester,Kokkegade,0,0,0,0,45,25-09-1853,01-10-1853
Kokkegade,St. Annae Vester,Kokkegade,4,2,3,0,45,26-06-1853,02-07-1853
Kokkegade,St. Annae Vester,Kokkegade,0,0,0,0,45,28-08-1853,03-09-1853
Kokkegade,St. Annae Vester,Kokkegade,0,0,0,0,45,31-07-1853,06-08-1853
Kokkegade,St. Annae Vester,Kokkegade,1,0,1,0,45,07-08-1853,13-08-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,12-06-1853,18-06-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,19-06-1853,25-06-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,26-06-1853,02-07-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,10-07-1853,16-07-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,1,0,1,116,17-07-1853,23-07-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,24-07-1853,30-07-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,31-07-1853,06-08-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,07-08-1853,13-08-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,14-08-1853,20-08-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,21-08-1853,27-08-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,28-08-1853,03-09-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,04-09-1853,10-09-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,11-09-1853,17-09-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,18-09-1853,24-09-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,25-09-1853,01-10-1853
Kongens Nytorv,Kjoebmager,Kongens Nytorv,0,0,0,0,116,03-07-1853,09-07-1853
Kongens Nytorv,St. Annae Oester,Kongens Nytorv,0,0,0,0,57,03-07-1853,09-07-1853
Kongens Nytorv,Oester,Kongens Nytorv,0,0,0,0,133,03-07-1853,09-07-1853
